AQ Station Name;Air Quality Station Area;Air Quality Station Type;StandardsDescription;Country1;Unit Of Airpollution Level;Year Of Statistics;Air Pollution Class;Sampling Point;Year shapes;Data Aggregation Process Label;Air Pollutant;Air Pollution Level;Latitude;Longitude;Round Air pollution level
Elsdorf-Berrendorf;rural;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DENW182_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,83;50,9271;6,5822;10
Elsterwerda;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBB111_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,271;51,4565;13,5225;9
ELX-PARC DE BOMBERS;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_03065007_9_M;2020;Annual mean / 1 calendar year;PM2.5;11,986;38,2592;-0,7175;12
Emsland;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DENI043_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;7,853;52,4986;7,3175;8
EN02 - ass. ecologia;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2144A_6001_BETA_2010-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;14,499;41,1078;16,7661;14
Enna;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;2;SPO.IT1890A_6001_BETA_2017-12-16_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;8,674;37,5641;14,2815;9
Enns Kristein - A1 Westautobahn;rural;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;3;SPO.04.S217.64558.6001.1;2020;Annual mean / 1 calendar year;PM2.5;11,901;48,2094;14,4369;12
Enschede-Winkelhorst.;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Netherlands;ug/m3;2022;2;SPO-NL00821_06001_100;2020;Annual mean / 1 calendar year;PM2.5;8,148;52,2345;6,9195;8
Entrecampos;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;2;SPO-PT03072_06001_100;2020;Annual mean / 1 calendar year;PM2.5;6,728;38,7486;-9,1489;7
Enzenkirchen im Sauwald;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;2;SPO.10.ENK1.64509.6001.2;2020;Annual mean / 1 calendar year;PM2.5;10,167;48,3916;13,6709;10
Epila 2;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Finland;ug/m3;2022;1;SPO-FI00838_06001_100;2020;Annual mean / 1 calendar year;PM2.5;5,314;61,5085;23,6758;5
ERANDIO;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_48902006_9_49;2020;Annual mean / 1 calendar year;PM2.5;9,045;43,3027;-2,9772;9
ERBA- Via Battisti;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2007A_6001_BETA_2022-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;17,3;45,8094;9,2228;17
Erfurt Bautzener Weg;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DETH117_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;8,517;50,9931;11,0566;9
Erfurt Bergstr.;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DETH043_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,219;50,9849;11,0194;9
Erfurt Heinrichstr;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DETH081_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;8,72;50,9723;11,0104;9
Erfurt Kr�mpferstr.;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DETH020_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;8,077;50,9795;11,0379;8
Ervedeira;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;2;SPO-PT02019_06001_100;2020;Annual mean / 1 calendar year;PM2.5;9,302;39,9239;-8,8917;9
Escaldes-Engordany;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Andorra;ug/m3;2022;3;SPO-AD0942A-6001;2020;Annual mean / 1 calendar year;PM2.5;11,941;42,5097;1,5391;12
Esch/Alzette;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Luxembourg;ug/m3;2022;2;SPO-LU0102A_06001_102;2020;Annual mean / 1 calendar year;PM2.5;9,514;49,505;5,9769;10
Escola de M�sica;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;1;SP_27902002_9_49;2020;Annual mean / 1 calendar year;PM2.5;4,555;43,6591;-7,3632;5
ESCUELAS AGUIRRE;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_28079008_9_47;2020;Annual mean / 1 calendar year;PM2.5;12,222;40,4217;-3,6822;12
Espace du Palais;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR25036_6001;2020;Annual mean / 1 calendar year;PM2.5;10,975;49,4424;1,0938;11
Essen-Schuir (LANUV);suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DENW247_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,362;51,4068;6,9656;10
Essen-Vogelheim;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DENW024_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;11,458;51,4965;6,981;11
ESTACION 1 (ESTE);urban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_36057021_9_47;2020;Annual mean / 1 calendar year;PM2.5;11,225;42,2103;-8,7369;11
Estarreja;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;2;SPO-PT02004_06001_100;2020;Annual mean / 1 calendar year;PM2.5;8,994;40,7586;-8,5672;9
ESTE;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1871A_6001_BETA_2014-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;17,365;45,2267;11,6658;17
ESTEREL;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR03070_6001;2020;Annual mean / 1 calendar year;PM2.5;10,564;43,4379;6,7684;11
Evreux Centre;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR25039_6001;2020;Annual mean / 1 calendar year;PM2.5;8,689;49,0213;1,1483;9
Fabriano;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1694A_6001_BETA_2005-04-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;19,474;43,3439;12,9094;19
Faro;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;2;SPO.IT2251A_6001_BETA_2016-05-28_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;8,507;42,0988;11,8177;9
Fernando P�;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;2;SPO-PT03099_06001_100;2020;Annual mean / 1 calendar year;PM2.5;6,216;38,6356;-8,6906;6
FERROL;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_15036003_9_49;2020;Annual mean / 1 calendar year;PM2.5;7,173;43,4815;-8,2431;7
Fiumaretta;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;2;SPO.IT2250A_6001_BETA_2016-05-11_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;9,153;42,1022;11,7844;9
Flensburg;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DESH022_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;8,722;54,7814;9,4381;9
Floridsdorf;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;3;SPO.09.FLO.67351.6001.1;2020;Annual mean / 1 calendar year;PM2.5;11,296;48,2611;16,397;11
FONERS;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_07040002_9_49;2020;Annual mean / 1 calendar year;PM2.5;14,633;39,5712;2,657;15
FONTECHIARI;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT0992A_6001_BETA_2005-05-11_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;10,973;41,6692;13,6743;11
FONTIVEGGE1;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2004A_6001_BETA_2010-02-26_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;11,252;43,1044;12,3747;11
Fos Les Carabins;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR02013_6001;2020;Annual mean / 1 calendar year;PM2.5;9,965;43,4589;4,9346;10
FRAGA REDONDA (F-2);rural;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_15070006_9_47;2020;Annual mean / 1 calendar year;PM2.5;6,033;43,4054;-7,9886;6
Frankfurt (Oder);suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DEBB092_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,761;52,3347;14,526;11
Frankfurt (Oder), Leipziger Str.;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DEBB045_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;11,536;52,3373;14,5386;12
Frankfurt Friedberger Landstra�e;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEHE041_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,92;50,1246;8,6919;10
Frankfurt-H�chst;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEHE005_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,989;50,1018;8,5425;10
Frankfurt-Riedberg;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEHE159_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;8,78;50,173;8,6349;9
Frankfurt-Schwanheim;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEHE135_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;8,024;50,0755;8,5763;8
Freiburg;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBW084_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;8,607;48,0015;7,8321;9
Freiburg Schwarzwaldstra�e;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBW122_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;8,546;47,9882;7,8599;9
FRERES GONCOURT;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR23251_6001;2020;Annual mean / 1 calendar year;PM2.5;10,964;47,2041;-1,5648;11
Friedrichshafen;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DEBW038_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,748;47,6601;9,4857;11
FROSINONE MAZZINI;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2013A_6001_BETA_2010-09-05_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;16,94;41,6396;13,349;17
Frydek-Mistek;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Czechia;ug/m3;2022;3;SPO.CZ_TFMIA_PM2_5_1366118;2020;Annual mean / 1 calendar year;PM2.5;17,538;49,6718;18,3511;18
